origin_id,destine_id,weight
030-068,027-004,4
030-068,030-004,1
030-068,030-008,2
030-068,030-012,7
030-068,030-014,76
030-068,030-021,9
030-068,030-022,2
030-068,030-028,1
030-068,030-029,1
030-068,030-030,9
030-068,030-039,3
030-068,030-041,1
030-068,030-044,1653
030-068,030-045,2
030-068,030-047,29
030-068,030-049,3
030-068,030-052,9
030-068,030-053,24
030-068,030-062,21
030-068,030-068,3507
030-068,030-071,15
030-068,030-072,1
030-068,030-080,5
030-068,030-085,39
030-068,030-087,18
030-068,030-097,1
030-068,030-108,3
030-068,030-113,8
030-068,030-115,3
030-068,030-117,9
030-068,030-118,118
030-068,030-123,2
030-068,030-125,7
030-068,030-127,1
030-068,030-131,2
030-068,030-135,1
030-068,030-138,5
030-068,030-141,1
030-068,030-165,1
030-068,030-168,1
030-068,030-173,11
030-068,030-174,10
030-068,030-181,2
030-068,030-186,6
030-068,030-193,33
030-068,030-195,1
030-068,030-196,17
030-068,030-201,4
030-068,030-207,3
030-068,030-999,18
030-068,999-999,36
030-069,004-003,4
030-069,007-999,1
030-069,008-999,1
030-069,009-999,6
030-069,011-015,1
030-069,011-020,1
030-069,013-046,1
030-069,015-106,1
030-069,015-999,2
030-069,019-039,1
030-069,021-114,2
030-069,021-194,1
030-069,021-197,2
030-069,021-211,1
030-069,021-999,1
030-069,022-014,1
030-069,023-999,1
030-069,024-028,1
030-069,024-057,1
030-069,026-999,2
030-069,027-004,1
030-069,027-999,1
030-069,028-032,1
030-069,028-038,1
030-069,028-999,1
030-069,029-033,1
030-069,030-013,1
030-069,030-033,2
030-069,030-044,2
030-069,030-047,1
030-069,030-050,1
030-069,030-066,1
030-069,030-069,2879
030-069,030-077,1
030-069,030-087,4
030-069,030-102,4
030-069,030-109,1
030-069,030-117,1
030-069,030-124,53
030-069,030-128,1
030-069,030-131,68
030-069,030-158,135
030-069,030-160,3
030-069,030-177,1
030-069,030-189,1
030-069,030-193,3
030-069,030-202,1
030-069,030-204,2
030-069,030-999,2
030-069,999-999,45
030-070,004-003,4
030-070,005-002,1
030-070,005-010,1
030-070,006-007,1
030-070,009-999,1
030-070,011-020,1
030-070,015-099,1
030-070,020-067,1
030-070,023-002,1
030-070,023-004,1
030-070,023-008,2
030-070,025-006,3
030-070,025-008,1
030-070,027-001,1
030-070,027-004,3
030-070,027-999,1
030-070,030-003,2
030-070,030-039,22
030-070,030-048,3
030-070,030-070,3390
030-070,030-083,1
030-070,030-089,17
030-070,030-091,3
030-070,030-108,86
030-070,030-116,1
030-070,030-137,1
030-070,030-143,1
030-070,030-144,1
030-070,030-148,1
030-070,030-153,1
030-070,030-172,4
030-070,030-181,1
030-070,030-201,1
030-070,030-210,7
030-070,030-999,1
030-070,999-999,35
030-071,004-002,1
030-071,004-003,6
030-071,007-999,1
030-071,009-004,1
030-071,009-005,1
030-071,009-007,2
030-071,009-010,22
030-071,009-012,1
030-071,009-014,4
030-071,009-015,1
030-071,009-016,1
030-071,009-017,2
030-071,009-999,68
030-071,015-021,2
030-071,015-031,2
030-071,015-057,7
030-071,015-099,2
030-071,015-999,48
030-071,017-007,1
030-071,019-039,1
030-071,020-067,1
030-071,020-184,1
030-071,021-050,3
030-071,021-114,5
030-071,022-014,3
030-071,022-999,1
030-071,024-028,1
030-071,026-999,5
030-071,027-999,1
030-071,030-007,2
030-071,030-008,2
030-071,030-014,1
030-071,030-024,13
030-071,030-028,3
030-071,030-029,1
030-071,030-032,2
030-071,030-038,2
030-071,030-039,1
030-071,030-043,13
030-071,030-044,31
030-071,030-047,34
030-071,030-052,1
030-071,030-053,2
030-071,030-058,1
030-071,030-062,6
030-071,030-068,3
030-071,030-071,4763
030-071,030-077,1
030-071,030-080,7
030-071,030-083,8
030-071,030-086,1
030-071,030-087,23
030-071,030-088,1
030-071,030-094,1
030-071,030-101,1
030-071,030-108,1
030-071,030-109,1
030-071,030-118,7
030-071,030-124,1
030-071,030-125,5
030-071,030-131,5
030-071,030-138,1
030-071,030-146,19
030-071,030-148,1
030-071,030-162,10
030-071,030-179,3
030-071,030-186,1
030-071,030-188,35
030-071,030-189,1
030-071,030-193,30
030-071,030-200,32
030-071,030-201,2
030-071,030-207,1
030-071,030-999,5
030-071,999-999,49
030-072,005-030,1
030-072,009-005,1
030-072,009-013,1
030-072,009-015,1
030-072,009-016,2
030-072,009-017,1
030-072,009-999,5
030-072,012-076,1
030-072,013-004,4
030-072,013-028,3
030-072,013-036,4
030-072,013-037,1
030-072,013-060,1
030-072,013-077,8
030-072,013-081,5
030-072,013-999,2
030-072,015-012,1
030-072,015-013,1
030-072,015-020,1
030-072,015-033,2
030-072,015-042,1
030-072,015-058,1
030-072,015-070,1
030-072,015-071,1
030-072,015-081,1
030-072,015-099,2
030-072,015-104,1
030-072,015-108,2
030-072,015-999,3
030-072,016-069,2
030-072,021-197,1
030-072,021-207,3
030-072,030-013,1
030-072,030-027,1
030-072,030-058,3
030-072,030-071,1
030-072,030-072,1963
030-072,030-076,6
030-072,030-077,1
030-072,030-087,1
030-072,030-128,1
030-072,030-131,1
030-072,030-133,2
030-072,030-160,1
030-072,030-170,7
030-072,030-180,1
030-072,030-198,10
030-072,030-202,12
030-072,030-999,3
030-072,999-999,28
030-073,003-008,2
030-073,004-002,2
030-073,004-003,5
030-073,007-053,1
030-073,007-999,1
030-073,008-019,1
030-073,009-999,2
030-073,014-039,3
030-073,014-999,2
030-073,015-999,1
030-073,019-039,1
030-073,020-057,1
030-073,020-067,2
030-073,020-190,2
030-073,020-999,1
030-073,021-114,1
030-073,023-005,1
030-073,026-017,1
030-073,026-999,1
030-073,027-004,2
030-073,027-014,1
030-073,030-003,29
030-073,030-032,9
030-073,030-039,32
030-073,030-048,5
030-073,030-059,1
030-073,030-073,2863
030-073,030-077,6
030-073,030-087,3
030-073,030-089,1
030-073,030-094,10
030-073,030-097,3
030-073,030-108,9
030-073,030-131,1
030-073,030-139,2
030-073,030-141,10
030-073,030-144,2
030-073,030-145,1
030-073,030-149,1
030-073,030-193,12
030-073,030-209,1
030-073,030-999,1
030-073,999-999,45
030-074,002-004,1
030-074,004-003,2
030-074,009-999,5
030-074,013-048,1
030-074,014-039,1
030-074,019-039,1
030-074,020-067,1
030-074,021-083,1
030-074,021-114,3
030-074,021-156,1
030-074,021-195,1
030-074,021-999,3
030-074,022-014,1
030-074,027-004,1
030-074,030-003,2
030-074,030-006,2
030-074,030-009,2
030-074,030-028,1
030-074,030-030,50
030-074,030-039,1
030-074,030-044,20
030-074,030-045,1
030-074,030-051,1
030-074,030-052,1
030-074,030-053,1
030-074,030-064,1
030-074,030-068,3
030-074,030-071,1
030-074,030-074,471
030-074,030-081,1
030-074,030-085,35
030-074,030-087,1
030-074,030-099,1
030-074,030-101,2
030-074,030-115,79
030-074,030-118,294
030-074,030-135,4
030-074,030-137,1
030-074,030-138,141
030-074,030-141,4
030-074,030-147,4
030-074,030-171,1
030-074,030-184,1
030-074,030-185,1
030-074,030-193,4
030-074,030-201,1
030-074,030-999,26
030-074,031-050,1
030-074,999-999,14
030-075,004-002,1
030-075,004-003,3
030-075,009-999,1
030-075,015-099,1
030-075,015-999,2
030-075,016-999,1
030-075,020-067,1
030-075,027-004,1
030-075,027-017,1
030-075,030-003,2
030-075,030-011,4
030-075,030-028,7
030-075,030-044,1
030-075,030-049,3
030-075,030-075,2082
030-075,030-090,1
030-075,030-105,1
030-075,030-118,1
030-075,030-141,1
030-075,030-174,2
030-075,030-181,79
030-075,030-183,1
030-075,030-191,1
030-075,030-193,43
030-075,030-999,2
030-075,999-999,14
030-076,005-035,2
030-076,005-999,1
030-076,006-002,1
030-076,008-019,1
030-076,009-002,1
030-076,009-003,7
030-076,009-004,1
030-076,009-005,1
030-076,009-007,4
030-076,009-008,1
030-076,009-009,1
030-076,009-010,1
030-076,009-013,1
030-076,009-999,3
030-076,013-013,1
030-076,013-048,15
030-076,013-068,5
030-076,013-073,4
030-076,013-081,24
030-076,015-031,3
030-076,015-033,1
030-076,015-057,2
030-076,015-999,6
030-076,019-039,7
030-076,025-006,3
030-076,025-017,21
030-076,028-999,1
030-076,030-027,2
030-076,030-072,7
030-076,030-076,2417
030-076,030-083,1
030-076,030-087,1
030-076,030-160,6
030-076,030-202,6
030-076,999-999,28
030-077,004-003,1
030-077,007-999,1
030-077,009-999,1
030-077,015-999,1
030-077,019-039,1
030-077,020-044,2
030-077,020-067,2
030-077,020-184,1
030-077,020-437,2
030-077,021-114,1
030-077,022-999,1
030-077,023-999,2
030-077,030-003,4
030-077,030-004,1
030-077,030-011,1
030-077,030-039,4
030-077,030-044,1
030-077,030-054,1
030-077,030-073,1
030-077,030-077,3970
030-077,030-087,1
030-077,030-094,15
030-077,030-108,1
030-077,030-130,7
030-077,030-143,1
030-077,030-169,2
030-077,030-206,1
030-077,999-999,33
030-078,007-101,1
030-078,009-005,1
030-078,009-007,2
030-078,009-010,2
030-078,009-011,2
030-078,009-015,3
030-078,009-999,1
030-078,012-001,1
030-078,013-028,2
030-078,013-048,1
030-078,015-013,2
030-078,015-023,1
030-078,015-033,2
030-078,015-042,1
030-078,015-057,1
030-078,015-058,1
030-078,015-083,1
030-078,015-099,1
030-078,015-104,1
030-078,019-039,8
030-078,019-045,2
030-078,019-048,1
030-078,021-003,1
030-078,022-016,1
030-078,025-006,1
030-078,025-012,2
030-078,028-002,1
030-078,028-003,2
030-078,028-032,2
030-078,028-038,7
030-078,030-023,1
030-078,030-027,1
030-078,030-034,1
030-078,030-035,2
030-078,030-058,66
030-078,030-063,24
030-078,030-072,1
030-078,030-078,1841
030-078,030-102,2
030-078,030-123,13
030-078,030-131,1
030-078,030-151,1
030-078,030-154,1
030-078,030-155,49
030-078,030-160,12
030-078,030-161,1
030-078,030-167,1
030-078,030-189,2
030-078,030-193,1
030-078,030-202,1
030-078,999-999,4
030-079,008-019,1
030-079,009-005,4
030-079,009-007,1
030-079,009-013,1
030-079,009-016,1
030-079,009-017,2
030-079,009-999,5
030-079,011-999,1
030-079,012-001,1
030-079,014-039,1
030-079,014-067,7
030-079,015-012,1
030-079,015-025,5
030-079,015-033,6
030-079,015-039,2
030-079,015-040,1
030-079,015-058,2
030-079,015-099,1
030-079,015-999,3
030-079,017-007,1
030-079,019-006,1
030-079,019-039,3
030-079,021-058,1
030-079,021-114,1
030-079,021-116,3
030-079,021-164,1
030-079,023-005,1
030-079,023-008,1
030-079,030-003,1
030-079,030-024,1
030-079,030-025,30
030-079,030-026,1
030-079,030-038,71
030-079,030-039,1
030-079,030-046,49
030-079,030-065,1
030-079,030-079,1583
030-079,030-087,279
030-079,030-092,22
030-079,030-102,2
030-079,030-108,1
030-079,030-123,1
030-079,030-124,1
030-079,030-164,60
030-079,030-165,2
030-079,030-193,3
030-079,999-999,19
030-080,003-999,1
030-080,004-003,1
030-080,005-030,2
030-080,007-078,1
030-080,007-097,1
030-080,007-999,1
030-080,008-999,1
030-080,009-003,1
030-080,009-004,3
030-080,009-006,1
030-080,009-007,3
030-080,009-010,2
030-080,009-012,5
030-080,009-015,1
030-080,009-016,1
030-080,009-999,69
030-080,011-007,2
030-080,011-015,1
030-080,011-017,2
030-080,015-009,1
030-080,015-013,1
030-080,015-025,1
030-080,015-104,1
030-080,015-109,1
030-080,015-999,43
030-080,017-007,2
030-080,017-999,1
030-080,019-039,7
030-080,020-044,1
030-080,020-278,1
030-080,020-999,1
030-080,021-050,1
030-080,021-114,6
030-080,021-144,1
030-080,021-156,2
030-080,021-182,1
030-080,022-014,2
030-080,022-016,1
030-080,022-999,1
030-080,026-030,3
030-080,026-999,15
030-080,028-038,2
030-080,030-004,2
030-080,030-008,2
030-080,030-014,6
030-080,030-021,1
030-080,030-028,2
030-080,030-029,6
030-080,030-043,2
030-080,030-044,82
030-080,030-047,91
030-080,030-053,4
030-080,030-057,1
030-080,030-062,3
030-080,030-068,16
030-080,030-071,44
030-080,030-079,2
030-080,030-080,3479
030-080,030-085,1
030-080,030-087,6
030-080,030-093,2
030-080,030-100,5
030-080,030-108,1
030-080,030-118,11
030-080,030-125,12
030-080,030-131,2
030-080,030-148,2
030-080,030-165,4
030-080,030-174,10
030-080,030-186,23
030-080,030-188,1
030-080,030-193,52
030-080,030-196,1
030-080,030-200,2
030-080,030-201,1
030-080,030-999,6
030-080,999-999,43
030-081,001-001,1
030-081,002-004,1
030-081,004-002,8
030-081,004-003,7
030-081,005-030,1
030-081,007-101,1
030-081,007-999,1
030-081,008-037,1
030-081,009-004,1
030-081,009-012,1
030-081,009-014,1
030-081,009-999,17
030-081,011-007,1
030-081,011-027,1
030-081,012-999,1
030-081,013-999,1
030-081,014-039,2
030-081,014-120,1
030-081,015-013,1
030-081,015-106,3
030-081,015-999,10
030-081,017-006,1
030-081,017-007,2
030-081,017-999,2
030-081,019-039,5
030-081,020-044,3
030-081,020-067,13
030-081,020-184,2
030-081,021-045,1
030-081,021-114,28
030-081,021-156,7
030-081,021-999,1
030-081,024-028,1
030-081,025-006,1
030-081,026-999,1
030-081,027-002,2
030-081,027-004,8
030-081,027-999,7
030-081,028-999,3
030-081,030-003,3
030-081,030-006,1
030-081,030-007,1
030-081,030-009,6
030-081,030-012,2
030-081,030-014,1
030-081,030-020,1
030-081,030-021,1
030-081,030-022,6
030-081,030-030,19
030-081,030-039,7
030-081,030-044,75
030-081,030-045,2
030-081,030-047,5
030-081,030-053,2
030-081,030-065,1
030-081,030-068,24
030-081,030-071,1
030-081,030-074,10
030-081,030-077,1
030-081,030-081,1477
030-081,030-084,1
030-081,030-085,119
030-081,030-087,6
030-081,030-098,1
030-081,030-099,1
030-081,030-101,59
030-081,030-108,2
030-081,030-115,25
030-081,030-117,1
030-081,030-118,1406
030-081,030-120,1
030-081,030-125,1
030-081,030-127,31
030-081,030-131,2
030-081,030-135,6
030-081,030-138,61
030-081,030-140,1
030-081,030-141,4
030-081,030-147,7
030-081,030-152,1
030-081,030-159,3
030-081,030-168,1
030-081,030-173,4
030-081,030-174,3
030-081,030-184,3
030-081,030-185,3
030-081,030-193,18
030-081,030-201,15
030-081,030-208,1
030-081,030-999,7
030-081,031-050,2
030-081,032-039,1
030-081,999-999,42
030-082,004-002,2
030-082,004-003,3
030-082,005-999,1
030-082,007-074,1
030-082,007-999,2
030-082,008-037,1
030-082,008-999,1
030-082,009-999,1
030-082,015-999,2
030-082,019-039,3
030-082,023-005,1
030-082,027-004,1
030-082,027-008,2
030-082,027-999,7
030-082,030-039,440
030-082,030-048,4
030-082,030-052,2
030-082,030-059,2
030-082,030-061,2
030-082,030-065,1
030-082,030-070,1
030-082,030-077,1
030-082,030-082,1226
030-082,030-108,28
030-082,030-111,8
030-082,030-116,1
030-082,030-120,1
030-082,030-151,1
030-082,030-193,1
030-082,030-204,2
030-082,030-206,480
030-082,030-210,1
030-082,030-999,3
030-082,031-999,1
030-082,999-999,46
030-083,004-002,1
030-083,009-003,1
030-083,009-008,1
030-083,009-016,1
030-083,010-005,1
030-083,010-019,1
030-083,013-027,1
030-083,013-077,1
030-083,015-025,1
030-083,015-037,1
030-083,015-057,1
030-083,015-999,1
030-083,019-012,1
030-083,019-017,1
030-083,019-999,1
030-083,021-064,2
030-083,021-071,1
030-083,021-111,3
030-083,021-114,1
030-083,025-999,2
030-083,030-027,18
030-083,030-035,1
030-083,030-058,8
030-083,030-064,1
030-083,030-072,1
030-083,030-076,3
030-083,030-083,3479
030-083,030-110,1
030-083,030-124,1
030-083,030-131,4
030-083,030-155,3
030-083,030-157,2
030-083,030-159,1
030-083,030-160,18
030-083,030-161,1
030-083,030-170,2
030-083,030-175,2
030-083,030-180,3
030-083,030-189,3
030-083,030-202,3
030-083,030-999,1
030-083,999-999,28
030-084,004-003,1
030-084,020-184,2
030-084,027-002,1
030-084,030-005,16
030-084,030-011,1
030-084,030-012,2
030-084,030-039,2
030-084,030-044,2
030-084,030-045,239
030-084,030-054,4
030-084,030-075,1
030-084,030-084,1036
030-084,030-087,3
030-084,030-097,3
030-084,030-126,1
030-084,030-131,1
030-084,030-141,2
030-084,030-174,2
030-084,030-176,1
030-084,030-178,1
030-084,030-181,1
030-084,030-193,7
030-084,030-207,2
030-084,030-208,44
030-084,999-999,29
030-085,003-008,1
030-085,004-002,1
030-085,004-003,7
030-085,005-025,1
030-085,005-035,1
030-085,005-999,1
030-085,007-027,1
030-085,008-019,1
030-085,009-007,2
030-085,009-012,1
030-085,009-015,3
030-085,009-016,1
030-085,009-999,15
030-085,011-007,1
030-085,011-015,1
030-085,011-027,1
030-085,012-035,1
030-085,013-076,1
030-085,013-999,1
030-085,014-039,2
030-085,015-104,2
030-085,015-106,4
030-085,015-999,16
030-085,019-026,1
030-085,019-039,2
030-085,020-067,2
030-085,020-184,3
030-085,021-063,1
030-085,021-114,29
030-085,021-156,7
030-085,021-197,1
030-085,021-999,1
030-085,022-014,1
030-085,024-028,1
030-085,025-006,1
030-085,026-999,1
030-085,027-004,2
030-085,027-999,1
030-085,029-033,1
030-085,030-003,1
030-085,030-004,2
030-085,030-006,3
030-085,030-014,4
030-085,030-018,1
030-085,030-020,1
030-085,030-021,2
030-085,030-022,10
030-085,030-030,21
030-085,030-039,6
030-085,030-044,180
030-085,030-047,5
030-085,030-049,2
030-085,030-052,1
030-085,030-053,6
030-085,030-062,2
030-085,030-064,2
030-085,030-065,1
030-085,030-068,112
030-085,030-071,3
030-085,030-074,6
030-085,030-081,5
030-085,030-085,3244
030-085,030-087,4
030-085,030-089,1
030-085,030-091,1
030-085,030-101,6
030-085,030-108,15
030-085,030-115,7
030-085,030-118,1052
030-085,030-125,3
030-085,030-127,4
030-085,030-130,1
030-085,030-131,3
030-085,030-135,5
030-085,030-138,60
030-085,030-147,1
030-085,030-159,1
030-085,030-160,1
030-085,030-168,3
030-085,030-173,3
030-085,030-174,1
030-085,030-181,2
030-085,030-184,1
030-085,030-185,1
030-085,030-189,1
030-085,030-191,1
030-085,030-193,22
030-085,030-195,1
030-085,030-196,2
030-085,030-201,11
030-085,030-207,1
030-085,030-999,13
030-085,999-999,51
030-086,001-001,1
030-086,002-002,3
030-086,002-004,1
030-086,005-035,1
030-086,005-999,1
030-086,007-078,4
030-086,007-999,4
030-086,008-019,8
030-086,008-037,3
030-086,009-002,1
030-086,009-003,3
030-086,009-004,1
030-086,009-007,5
030-086,009-008,1
030-086,009-010,2
030-086,009-012,2
030-086,009-014,3
030-086,009-015,1
030-086,009-016,8
030-086,009-017,1
030-086,009-999,152
030-086,011-027,3
030-086,012-001,3
030-086,012-050,2
030-086,013-069,1
030-086,014-039,14
030-086,014-999,1
030-086,015-009,2
030-086,015-025,2
030-086,015-027,1
030-086,015-031,1
030-086,015-033,3
030-086,015-058,1
030-086,015-060,1
030-086,015-073,3
030-086,015-081,1
030-086,015-106,4
030-086,015-121,1
030-086,015-999,117
030-086,016-053,2
030-086,016-069,2
030-086,016-999,7
030-086,017-006,1
030-086,017-007,2
030-086,018-017,1
030-086,020-056,1
030-086,020-067,4
030-086,020-318,1
030-086,021-002,5
030-086,021-017,2
030-086,021-025,2
030-086,021-054,6
030-086,021-074,1
030-086,021-076,21
030-086,021-093,2
030-086,021-114,73
030-086,021-130,23
030-086,021-136,1
030-086,021-140,1
030-086,021-142,5
030-086,021-143,1
030-086,021-144,1
030-086,021-156,4
030-086,021-158,1
030-086,021-164,2
030-086,021-170,2
030-086,021-174,176
030-086,021-186,3
030-086,021-199,42
030-086,021-211,1
030-086,021-999,5
030-086,022-999,2
030-086,023-005,1
030-086,024-028,3
030-086,025-001,1
030-086,025-006,2
030-086,026-002,3
030-086,026-999,7
030-086,027-004,1
030-086,027-999,4
030-086,028-038,1
030-086,028-999,1
030-086,029-005,1
030-086,029-033,2
030-086,030-003,1
030-086,030-010,54
030-086,030-023,6
030-086,030-038,4
030-086,030-047,1
030-086,030-080,1
030-086,030-086,3653
030-086,030-087,40
030-086,030-092,1
030-086,030-102,7
030-086,030-108,1
030-086,030-109,1
030-086,030-124,4
030-086,030-128,93
030-086,030-131,5
030-086,030-132,3
030-086,030-133,1
030-086,030-156,1
030-086,030-174,1
030-086,030-175,2
030-086,030-183,40
030-086,030-189,2
030-086,030-193,7
030-086,030-194,13
030-086,030-999,8
030-086,999-999,43
030-087,002-004,2
030-087,004-002,2
030-087,004-003,22
030-087,004-009,1
030-087,004-999,1
030-087,005-030,1
030-087,008-019,1
030-087,009-003,1
030-087,009-004,1
030-087,009-012,1
030-087,009-014,1
030-087,009-015,1
030-087,009-016,3
030-087,009-017,2
030-087,009-999,22
030-087,011-007,1
030-087,012-001,1
030-087,012-066,1
030-087,013-048,1
030-087,013-999,1
030-087,014-039,3
030-087,015-024,1
030-087,015-025,1
030-087,015-033,2
030-087,015-106,2
030-087,015-999,8
030-087,016-052,1
030-087,017-029,1
030-087,019-026,1
030-087,020-067,2
030-087,020-184,1
030-087,021-015,1
030-087,021-043,1
030-087,021-067,1
030-087,021-075,1
030-087,021-114,9
030-087,021-169,1
030-087,021-174,3
030-087,021-999,1
030-087,022-014,2
030-087,027-002,1
030-087,027-004,3
030-087,027-999,4
030-087,028-022,1
030-087,028-032,1
030-087,028-999,1
030-087,029-033,4
030-087,030-001,7
030-087,030-002,2
030-087,030-003,6
030-087,030-004,21
030-087,030-009,25
030-087,030-010,10
030-087,030-011,2
030-087,030-016,1
030-087,030-018,1
030-087,030-023,2
030-087,030-024,2
030-087,030-025,5
030-087,030-026,57
030-087,030-028,10
030-087,030-030,2
030-087,030-032,1
030-087,030-036,1
030-087,030-038,85
030-087,030-039,6
030-087,030-042,1
030-087,030-043,2
030-087,030-044,7
030-087,030-045,2
030-087,030-046,4
030-087,030-047,2
030-087,030-057,2
030-087,030-058,2
030-087,030-059,1
030-087,030-061,3
030-087,030-065,86
030-087,030-066,1
030-087,030-071,4
030-087,030-073,2
030-087,030-075,1
030-087,030-077,2
030-087,030-079,1
030-087,030-086,5
030-087,030-087,11155
030-087,030-088,2
030-087,030-092,10
030-087,030-093,15
030-087,030-102,8
030-087,030-105,1
030-087,030-107,2
030-087,030-108,13
030-087,030-109,2
030-087,030-112,21
030-087,030-114,1
030-087,030-118,9
030-087,030-123,1
030-087,030-124,3
030-087,030-128,25
030-087,030-131,2
030-087,030-132,12
030-087,030-133,2
030-087,030-134,1
030-087,030-136,2
030-087,030-141,1
030-087,030-143,1
030-087,030-146,1
030-087,030-155,2
030-087,030-157,2
030-087,030-158,2
030-087,030-160,2
030-087,030-162,1
030-087,030-164,9
030-087,030-166,4
030-087,030-168,1
030-087,030-174,4
030-087,030-176,1
030-087,030-177,7
030-087,030-181,1
030-087,030-182,8
030-087,030-183,1
030-087,030-188,3
030-087,030-189,4
030-087,030-191,3
030-087,030-192,1
030-087,030-193,44
030-087,030-194,3
030-087,030-204,1
030-087,030-210,1
030-087,030-999,3
030-087,031-999,1
030-087,032-056,1
030-087,999-999,98
030-088,015-999,1
030-088,020-067,1
030-088,024-013,2
030-088,030-004,1
030-088,030-016,1
030-088,030-017,13
030-088,030-024,10
030-088,030-038,22
030-088,030-041,1
030-088,030-065,7
030-088,030-071,1
030-088,030-079,1
030-088,030-087,38
030-088,030-088,1138
030-088,030-092,3
030-088,030-108,16
030-088,030-124,3
030-088,030-126,1
030-088,030-131,1
030-088,030-134,2
030-088,030-164,2
030-088,030-188,2
030-088,030-193,7
030-088,030-207,1
030-088,030-999,2
030-088,999-999,9
030-089,004-002,4
030-089,004-003,16
030-089,005-002,1
030-089,005-018,1
030-089,007-009,2
030-089,007-101,1
030-089,007-999,1
030-089,009-999,3
030-089,014-039,1
030-089,015-033,1
030-089,015-999,1
030-089,016-999,1
030-089,019-009,1
030-089,019-039,3
030-089,020-067,1
030-089,020-079,3
030-089,020-145,1
030-089,020-515,1
030-089,020-999,1
030-089,021-114,5
030-089,023-005,4
030-089,024-028,1
030-089,026-030,1
030-089,026-999,1
030-089,027-004,10
030-089,027-014,2
030-089,027-999,3
030-089,028-038,1
030-089,029-033,1
030-089,030-003,95
030-089,030-015,1
030-089,030-032,3
030-089,030-039,205
030-089,030-044,2
030-089,030-047,3
030-089,030-048,127
030-089,030-059,30
030-089,030-061,4
030-089,030-070,10
030-089,030-082,1
030-089,030-083,4
030-089,030-087,3
030-089,030-089,2997
030-089,030-091,5
030-089,030-094,1
030-089,030-097,1
030-089,030-104,4
030-089,030-108,333
030-089,030-111,1
030-089,030-116,4
030-089,030-118,1
030-089,030-120,11
030-089,030-122,3
030-089,030-131,2
030-089,030-141,1
030-089,030-142,4
030-089,030-144,3
030-089,030-145,5
030-089,030-146,1
030-089,030-149,6
030-089,030-172,18
030-089,030-192,1
030-089,030-193,5
030-089,030-199,6
030-089,030-204,1
030-089,030-206,69
030-089,030-210,2
030-089,030-999,2
030-089,031-050,1
030-089,999-999,27
030-090,004-003,8
030-090,009-999,2
030-090,015-999,1
030-090,020-079,1
030-090,021-114,1
030-090,027-004,1
030-090,030-011,6
030-090,030-026,9
030-090,030-028,39
030-090,030-039,1
030-090,030-044,2
030-090,030-045,1
030-090,030-049,24
030-090,030-072,1
030-090,030-087,9
030-090,030-090,1187
030-090,030-093,3
030-090,030-100,9
030-090,030-105,155
030-090,030-108,1
030-090,030-118,4
030-090,030-126,4
030-090,030-131,1
030-090,030-148,1
030-090,030-175,1
030-090,030-181,3
030-090,030-193,717
030-090,030-999,3
030-090,999-999,33
030-091,004-003,2
030-091,004-006,1
030-091,007-114,1
030-091,008-037,1
030-091,015-063,1
030-091,015-999,1
030-091,017-007,1
030-091,020-057,5
030-091,020-067,4
030-091,020-190,1
030-091,020-198,2
030-091,020-407,1
030-091,020-999,3
030-091,021-114,1
030-091,023-008,1
030-091,030-003,8
030-091,030-039,5
030-091,030-070,2
030-091,030-077,2
030-091,030-091,3019
030-091,030-108,1
030-091,030-142,6
030-091,030-193,2
030-091,030-210,4
030-091,030-999,1
030-091,999-999,23
030-092,004-002,5
030-092,004-003,3
030-092,006-007,1
030-092,006-009,1
030-092,007-017,1
030-092,007-065,1
030-092,007-078,1
030-092,007-999,3
030-092,009-999,6
030-092,012-999,1
030-092,013-999,1
030-092,015-025,1
030-092,015-033,1
030-092,015-037,1
030-092,015-057,2
030-092,015-104,1
030-092,015-999,3
030-092,019-039,2
030-092,020-067,1
030-092,021-007,1
030-092,021-058,1
030-092,021-114,3
030-092,022-014,2
030-092,027-004,1
030-092,027-005,1
030-092,027-999,3
030-092,028-038,3
030-092,028-999,1
030-092,030-001,1
030-092,030-003,1
030-092,030-009,4
030-092,030-010,2
030-092,030-015,1
030-092,030-016,2
030-092,030-025,14
030-092,030-026,6
030-092,030-038,576
030-092,030-044,2
030-092,030-045,1
030-092,030-046,17
030-092,030-047,2
030-092,030-049,2
030-092,030-050,2
030-092,030-057,1
030-092,030-061,1
030-092,030-065,12
030-092,030-068,2
030-092,030-071,2
030-092,030-073,1
030-092,030-079,14
030-092,030-086,1
030-092,030-087,849
030-092,030-088,2
030-092,030-090,1
030-092,030-092,2744
030-092,030-102,1
030-092,030-108,4
030-092,030-112,16
030-092,030-128,4
030-092,030-131,1
030-092,030-132,3
030-092,030-141,2
030-092,030-160,1
030-092,030-164,35
030-092,030-166,1
030-092,030-174,1
030-092,030-189,1
030-092,030-193,33
030-092,030-194,1
030-092,030-999,10
030-092,999-999,29
030-093,004-003,3
030-093,009-005,1
030-093,009-007,1
030-093,009-999,9
030-093,014-039,2
030-093,015-999,2
030-093,016-999,1
030-093,020-067,3
030-093,021-114,1
030-093,027-004,1
030-093,029-005,1
030-093,029-033,1
030-093,030-001,2
030-093,030-004,2
030-093,030-009,2
030-093,030-010,3
030-093,030-014,1
030-093,030-017,1
030-093,030-026,163
030-093,030-032,2
030-093,030-036,18
030-093,030-038,11
030-093,030-044,1
030-093,030-045,4
030-093,030-058,1
